reporting_name,period,scientific,family,genus,species,common_name,display_name,n_deployments,n_deployments_present,occurrence_percent,occurrence_se,average_abundance,abundance_se
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Tetrarogidae Gymnapistes marmoratus,Tetrarogidae,Gymnapistes,marmoratus,Soldier,<i>Gymnapistes marmoratus</i><br>(Soldier),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Triakidae Furgaleus macki,Triakidae,Furgaleus,macki,Whiskery shark,<i>Furgaleus macki</i><br>(Whiskery shark),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Triakidae Mustelus antarcticus,Triakidae,Mustelus,antarcticus,Gummy shark,<i>Mustelus antarcticus</i><br>(Gummy shark),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Triglidae Chelidonichthys kumu,Triglidae,Chelidonichthys,kumu,Red Gurnard,<i>Chelidonichthys kumu</i><br>(Red Gurnard),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Triglidae Lepidotrigla papilio,Triglidae,Lepidotrigla,papilio,Spiny Gurnard,<i>Lepidotrigla papilio</i><br>(Spiny Gurnard),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Triglidae Lepidotrigla spp,Triglidae,Lepidotrigla,spp,butterfly gurnard,<i>Lepidotrigla spp</i><br>(butterfly gurnard),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Triglidae Lepidotrigla vanessa,Triglidae,Lepidotrigla,vanessa,Butterfly Gurnard,<i>Lepidotrigla vanessa</i><br>(Butterfly Gurnard),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Tripterygiidae Helcogramma decurrens,Tripterygiidae,Helcogramma,decurrens,Black-throated triplefin,<i>Helcogramma decurrens</i><br>(Black-throated triplefin),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Trygonorrhinidae Aptychotrema vincentiana,Trygonorrhinidae,Aptychotrema,vincentiana,Western shovelnose ray,<i>Aptychotrema vincentiana</i><br>(Western shovelnose ray),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Trygonorrhinidae Trygonorrhina dumerilii,Trygonorrhinidae,Trygonorrhina,dumerilii,Southern fiddler ray,<i>Trygonorrhina dumerilii</i><br>(Southern fiddler ray),45,12,26.666666666666668,6.592176432973923,0.3333333333333333,0.08989331499509894
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Urolophidae Trygonoptera mucosa,Urolophidae,Trygonoptera,mucosa,Western shovelnose stingaree,<i>Trygonoptera mucosa</i><br>(Western shovelnose stingaree),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Urolophidae Urolophus cruciatus,Urolophidae,Urolophus,cruciatus,Banded Stingaree,<i>Urolophus cruciatus</i><br>(Banded Stingaree),45,0,0,0,0,0
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Urolophidae Urolophus gigas,Urolophidae,Urolophus,gigas,Spotted stingaree,<i>Urolophus gigas</i><br>(Spotted stingaree),45,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Aplodactylidae Aplodactylus arctidens,Aplodactylidae,Aplodactylus,arctidens,Marblefish,<i>Aplodactylus arctidens</i><br>(Marblefish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Apogonidae Siphamia cephalotes,Apogonidae,Siphamia,cephalotes,Wood's siphonfish,<i>Siphamia cephalotes</i><br>(Wood's siphonfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Apogonidae Vincentia conspersa,Apogonidae,Vincentia,conspersa,Southern cardinalfish,<i>Vincentia conspersa</i><br>(Southern cardinalfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Aracanidae Anoplocapros amygdaloides,Aracanidae,Anoplocapros,amygdaloides,Western smooth boxfish,<i>Anoplocapros amygdaloides</i><br>(Western smooth boxfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Aracanidae Anoplocapros lenticularis,Aracanidae,Anoplocapros,lenticularis,White-barred boxfish,<i>Anoplocapros lenticularis</i><br>(White-barred boxfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Aracanidae Aracana aurita,Aracanidae,Aracana,aurita,Shaws cowfish,<i>Aracana aurita</i><br>(Shaws cowfish),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Aracanidae Aracana ornata,Aracanidae,Aracana,ornata,Ornate cowfish,<i>Aracana ornata</i><br>(Ornate cowfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Aracanidae Aracana spp,Aracanidae,Aracana,spp,Cowfish,<i>Aracana spp</i><br>(Cowfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Arripidae Arripis georgianus,Arripidae,Arripis,georgianus,Australian herring,<i>Arripis georgianus</i><br>(Australian herring),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Arripidae Arripis trutta,Arripidae,Arripis,trutta,Eastern Australian Salmon,<i>Arripis trutta</i><br>(Eastern Australian Salmon),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Arripidae Arripis truttaceus,Arripidae,Arripis,truttaceus,Western Australian salmon,<i>Arripis truttaceus</i><br>(Western Australian salmon),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Asteriidae Asteriidae spp,Asteriidae,Asteriidae,spp,Asteriidae Asteriidae spp,<i>Asteriidae spp</i><br>(Asteriidae Asteriidae spp),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Asteriidae Coscinasterias muricata,Asteriidae,Coscinasterias,muricata,Eleven arm seastar,<i>Coscinasterias muricata</i><br>(Eleven arm seastar),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Atherinidae Atherinidae spp,Atherinidae,Atherinidae,spp,Hardyhead,<i>Atherinidae spp</i><br>(Hardyhead),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Atherinidae Atherinosoma microstoma,Atherinidae,Atherinosoma,microstoma,Smallmouth Hardyhead,<i>Atherinosoma microstoma</i><br>(Smallmouth Hardyhead),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Aulopidae Latropiscis purpurissatus,Aulopidae,Latropiscis,purpurissatus,Sergeant baker,<i>Latropiscis purpurissatus</i><br>(Sergeant baker),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Berycidae Centroberyx gerrardi,Berycidae,Centroberyx,gerrardi,Bight redfish,<i>Centroberyx gerrardi</i><br>(Bight redfish),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Berycidae Centroberyx lineatus,Berycidae,Centroberyx,lineatus,Swallowtail,<i>Centroberyx lineatus</i><br>(Swallowtail),12,1,8.333333333333334,7.9785592313028175,0.75,0.7500000000000001
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Blenniidae Omobranchus anolius,Blenniidae,Omobranchus,anolius,Oyster Blenny,<i>Omobranchus anolius</i><br>(Oyster Blenny),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Blenniidae Parablennius tasmanianus,Blenniidae,Parablennius,tasmanianus,Tasmanian Blenny,<i>Parablennius tasmanianus</i><br>(Tasmanian Blenny),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Callionymidae Eocallionymus papilio,Callionymidae,Eocallionymus,papilio,Painted Stinkfish,<i>Eocallionymus papilio</i><br>(Painted Stinkfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Callorhinchidae Callorhinchus milii,Callorhinchidae,Callorhinchus,milii,Elephant fish,<i>Callorhinchus milii</i><br>(Elephant fish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Carangidae Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,Silver trevally,<i>Pseudocaranx georgianus</i><br>(Silver trevally),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Carangidae Pseudocaranx spp,Carangidae,Pseudocaranx,spp,Trevally,<i>Pseudocaranx spp</i><br>(Trevally),12,12,100,0,5.416666666666667,2.916666666666667
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Carangidae Seriola lalandi,Carangidae,Seriola,lalandi,Yellowtail kingfish,<i>Seriola lalandi</i><br>(Yellowtail kingfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Carangidae Trachurus declivis,Carangidae,Trachurus,declivis,Common jack mackerel,<i>Trachurus declivis</i><br>(Common jack mackerel),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Carangidae Trachurus novaezelandiae,Carangidae,Trachurus,novaezelandiae,Yellowtail scad,<i>Trachurus novaezelandiae</i><br>(Yellowtail scad),12,11,91.66666666666667,7.978559231302819,4.833333333333333,1.3530735681433146
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Carangidae Trachurus spp,Carangidae,Trachurus,spp,a trevally,<i>Trachurus spp</i><br>(a trevally),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Carcharhinidae Carcharhinus brachyurus,Carcharhinidae,Carcharhinus,brachyurus,Bronze whaler,<i>Carcharhinus brachyurus</i><br>(Bronze whaler),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Centrolophidae Seriolella brama,Centrolophidae,Seriolella,brama,Common warehou,<i>Seriolella brama</i><br>(Common warehou),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Chaetodontidae Chelmonops curiosus,Chaetodontidae,Chelmonops,curiosus,Western talma,<i>Chelmonops curiosus</i><br>(Western talma),12,2,16.666666666666668,10.758287072798382,0.25,0.17943514064131835
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Cheilodactylidae Cheilodactylus nigripes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch,<i>Cheilodactylus nigripes</i><br>(Magpie Perch),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Cheilodactylidae Cheilodactylus spectabilis,Cheilodactylidae,Cheilodactylus,spectabilis,Banded Morwong,<i>Cheilodactylus spectabilis</i><br>(Banded Morwong),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Cheilodactylidae Dactylophora nigricans,Cheilodactylidae,Dactylophora,nigricans,Dusky morwong,<i>Dactylophora nigricans</i><br>(Dusky morwong),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Cheilodactylidae Nemadactylus macropterus,Cheilodactylidae,Nemadactylus,macropterus,Jackass morwong,<i>Nemadactylus macropterus</i><br>(Jackass morwong),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Cheilodactylidae Nemadactylus valenciennesi,Cheilodactylidae,Nemadactylus,valenciennesi,Queen snapper,<i>Nemadactylus valenciennesi</i><br>(Queen snapper),12,2,16.666666666666668,10.758287072798382,0.4166666666666667,0.3361622383686938
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Chironemidae Chironemus georgianus,Chironemidae,Chironemus,georgianus,Western kelpfish,<i>Chironemus georgianus</i><br>(Western kelpfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Chironemidae Chironemus maculosus,Chironemidae,Chironemus,maculosus,Silver spot,<i>Chironemus maculosus</i><br>(Silver spot),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Clupeidae Hyperlophus vittatus,Clupeidae,Hyperlophus,vittatus,Sandy sprat,<i>Hyperlophus vittatus</i><br>(Sandy sprat),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Conidae Conidae spp,Conidae,Conidae,spp,Conidae Conidae spp,<i>Conidae spp</i><br>(Conidae Conidae spp),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Dasyatidae Bathytoshia brevicaudata,Dasyatidae,Bathytoshia,brevicaudata,Smooth ray,<i>Bathytoshia brevicaudata</i><br>(Smooth ray),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Delphinidae Tursiops aduncus,Delphinidae,Tursiops,aduncus,Indo-pacific bottlenose dolphin,<i>Tursiops aduncus</i><br>(Indo-pacific bottlenose dolphin),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Delphinidae Tursiops spp,Delphinidae,Tursiops,spp,Bottlenose dolphin,<i>Tursiops spp</i><br>(Bottlenose dolphin),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Dinolestidae Dinolestes lewini,Dinolestidae,Dinolestes,lewini,Longfin pike,<i>Dinolestes lewini</i><br>(Longfin pike),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Diodontidae Allomycterus pilatus,Diodontidae,Allomycterus,pilatus,Australian Burrfish,<i>Allomycterus pilatus</i><br>(Australian Burrfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Diodontidae Diodon nicthemerus,Diodontidae,Diodon,nicthemerus,Globefish,<i>Diodon nicthemerus</i><br>(Globefish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Diogenidae Diogenes spp,Diogenidae,Diogenes,spp,Diogenidae Diogenes spp,<i>Diogenes spp</i><br>(Diogenidae Diogenes spp),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Diogenidae Diogenidae spp,Diogenidae,Diogenidae,spp,Hermit crab,<i>Diogenidae spp</i><br>(Hermit crab),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Diogenidae Paguristes frontalis,Diogenidae,Paguristes,frontalis,Common hermit crab,<i>Paguristes frontalis</i><br>(Common hermit crab),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Dromiidae Austrodromidia octodentata,Dromiidae,Austrodromidia,octodentata,Sponge crab,<i>Austrodromidia octodentata</i><br>(Sponge crab),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Engraulidae Engraulis australis,Engraulidae,Engraulis,australis,Anchovy,<i>Engraulis australis</i><br>(Anchovy),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Enoplosidae Enoplosus armatus,Enoplosidae,Enoplosus,armatus,Old wife,<i>Enoplosus armatus</i><br>(Old wife),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Fasciolariidae Australaria australasia,Fasciolariidae,Australaria,australasia,Tulip shell,<i>Australaria australasia</i><br>(Tulip shell),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gastropteridae Sagaminopteron ornatum,Gastropteridae,Sagaminopteron,ornatum,Batwing seaslug,<i>Sagaminopteron ornatum</i><br>(Batwing seaslug),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gempylidae Thyrsites atun,Gempylidae,Thyrsites,atun,Barracouta,<i>Thyrsites atun</i><br>(Barracouta),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gerreidae Parequula elongata,Gerreidae,Parequula,elongata,a silverbiddy,<i>Parequula elongata</i><br>(a silverbiddy),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gerreidae Parequula melbournensis,Gerreidae,Parequula,melbournensis,Silverbelly,<i>Parequula melbournensis</i><br>(Silverbelly),12,6,50,14.433756729740644,0.6666666666666666,0.22473328748774737
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Girellidae Girella zebra,Girellidae,Girella,zebra,Zebra fish,<i>Girella zebra</i><br>(Zebra fish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gobiesocidae Gobiesocidae spp,Gobiesocidae,Gobiesocidae,spp,Clingfish,<i>Gobiesocidae spp</i><br>(Clingfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gobiidae Gobiidae spp,Gobiidae,Gobiidae,spp,Goby,<i>Gobiidae spp</i><br>(Goby),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gobiidae Nesogobius pulchellus,Gobiidae,Nesogobius,pulchellus,Sailfin Goby,<i>Nesogobius pulchellus</i><br>(Sailfin Goby),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Gobiidae Nesogobius spp,Gobiidae,Nesogobius,spp,Gobiidae Nesogobius spp,<i>Nesogobius spp</i><br>(Gobiidae Nesogobius spp),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Hemiramphidae Hyporhamphus melanochir,Hemiramphidae,Hyporhamphus,melanochir,Southern garfish,<i>Hyporhamphus melanochir</i><br>(Southern garfish),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Heterodontidae Heterodontus portusjacksoni,Heterodontidae,Heterodontus,portusjacksoni,Port Jackson shark,<i>Heterodontus portusjacksoni</i><br>(Port Jackson shark),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Hexanchidae Heptranchias perlo,Hexanchidae,Heptranchias,perlo,Sharpnose Sevengill Shark,<i>Heptranchias perlo</i><br>(Sharpnose Sevengill Shark),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Hexanchidae Notorynchus cepedianus,Hexanchidae,Notorynchus,cepedianus,Sevengill shark,<i>Notorynchus cepedianus</i><br>(Sevengill shark),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Kyphosidae Kyphosus sydneyanus,Kyphosidae,Kyphosus,sydneyanus,Silver drummer,<i>Kyphosus sydneyanus</i><br>(Silver drummer),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Achoerodus gouldii,Labridae,Achoerodus,gouldii,Western blue groper,<i>Achoerodus gouldii</i><br>(Western blue groper),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Austrolabrus maculatus,Labridae,Austrolabrus,maculatus,Black-spotted wrasse,<i>Austrolabrus maculatus</i><br>(Black-spotted wrasse),12,6,50,14.433756729740644,1.75,0.7084447327730932
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Bodianus frenchii,Labridae,Bodianus,frenchii,Foxfish,<i>Bodianus frenchii</i><br>(Foxfish),12,1,8.333333333333334,7.9785592313028175,0.08333333333333333,0.08333333333333333
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Dotalabrus aurantiacus,Labridae,Dotalabrus,aurantiacus,Castelnau's wrasse,<i>Dotalabrus aurantiacus</i><br>(Castelnau's wrasse),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Eupetrichthys angustipes,Labridae,Eupetrichthys,angustipes,Snakeskin wrasse,<i>Eupetrichthys angustipes</i><br>(Snakeskin wrasse),12,5,41.666666666666664,14.231876063832773,0.4166666666666667,0.1486470975026408
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Haletta semifasciata,Labridae,Haletta,semifasciata,Blue weed whiting,<i>Haletta semifasciata</i><br>(Blue weed whiting),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Haletta spp,Labridae,Haletta,spp,Labridae Haletta spp,<i>Haletta spp</i><br>(Labridae Haletta spp),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Heteroscarus acroptilus,Labridae,Heteroscarus,acroptilus,Rainbow cale,<i>Heteroscarus acroptilus</i><br>(Rainbow cale),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Neoodax balteatus,Labridae,Neoodax,balteatus,Little weed whiting,<i>Neoodax balteatus</i><br>(Little weed whiting),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Notolabrus fucicola,Labridae,Notolabrus,fucicola,Purple wrasse,<i>Notolabrus fucicola</i><br>(Purple wrasse),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Notolabrus parilus,Labridae,Notolabrus,parilus,Brownspotted wrasse,<i>Notolabrus parilus</i><br>(Brownspotted wrasse),12,12,100,0,2.0833333333333335,0.2875795893348834
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Notolabrus tetricus,Labridae,Notolabrus,tetricus,Bluethroat wrasse,<i>Notolabrus tetricus</i><br>(Bluethroat wrasse),12,2,16.666666666666668,10.758287072798382,0.25,0.17943514064131835
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Olisthops cyanomelas,Labridae,Olisthops,cyanomelas,Herring cale,<i>Olisthops cyanomelas</i><br>(Herring cale),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Ophthalmolepis lineolatus,Labridae,Ophthalmolepis,lineolatus,Maori wrasse,<i>Ophthalmolepis lineolatus</i><br>(Maori wrasse),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Pictilabrus laticlavius,Labridae,Pictilabrus,laticlavius,Senator wrasse,<i>Pictilabrus laticlavius</i><br>(Senator wrasse),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Siphonognathus attenuatus,Labridae,Siphonognathus,attenuatus,Slender weed whiting,<i>Siphonognathus attenuatus</i><br>(Slender weed whiting),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Siphonognathus beddomei,Labridae,Siphonognathus,beddomei,Pencil weed whiting,<i>Siphonognathus beddomei</i><br>(Pencil weed whiting),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Siphonognathus caninis,Labridae,Siphonognathus,caninis,Sharpnose weed whiting,<i>Siphonognathus caninis</i><br>(Sharpnose weed whiting),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Siphonognathus radiatus,Labridae,Siphonognathus,radiatus,Longray weed whiting,<i>Siphonognathus radiatus</i><br>(Longray weed whiting),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Siphonognathus spp,Labridae,Siphonognathus,spp,Labridae Siphonognathus spp,<i>Siphonognathus spp</i><br>(Labridae Siphonognathus spp),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Labridae Siphonognathus tanyourus,Labridae,Siphonognathus,tanyourus,Longtail weed whiting,<i>Siphonognathus tanyourus</i><br>(Longtail weed whiting),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Lamnidae Carcharodon carcharias,Lamnidae,Carcharodon,carcharias,White shark,<i>Carcharodon carcharias</i><br>(White shark),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Loliginidae Sepioteuthis australis,Loliginidae,Sepioteuthis,australis,Southern calamari,<i>Sepioteuthis australis</i><br>(Southern calamari),12,6,50,14.433756729740644,0.5833333333333334,0.19299604852813632
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Majidae Leptomithrax gaimardii,Majidae,Leptomithrax,gaimardii,Spider crab,<i>Leptomithrax gaimardii</i><br>(Spider crab),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Majidae Naxia aurita,Majidae,Naxia,aurita,Decorator crab,<i>Naxia aurita</i><br>(Decorator crab),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Microcanthidae Neatypus obliquus,Microcanthidae,Neatypus,obliquus,Footballer sweep,<i>Neatypus obliquus</i><br>(Footballer sweep),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Microcanthidae Tilodon sexfasciatus,Microcanthidae,Tilodon,sexfasciatus,Moonlighter,<i>Tilodon sexfasciatus</i><br>(Moonlighter),12,2,16.666666666666668,10.758287072798382,0.16666666666666666,0.11236664374387369
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Monacanthidae Acanthaluteres brownii,Monacanthidae,Acanthaluteres,brownii,Spiny-tailed leatherjacket,<i>Acanthaluteres brownii</i><br>(Spiny-tailed leatherjacket),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Monacanthidae Acanthaluteres spilomelanurus,Monacanthidae,Acanthaluteres,spilomelanurus,Bridled leatherjacket,<i>Acanthaluteres spilomelanurus</i><br>(Bridled leatherjacket),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Monacanthidae Acanthaluteres vittiger,Monacanthidae,Acanthaluteres,vittiger,Toothbrush leatherjacket,<i>Acanthaluteres vittiger</i><br>(Toothbrush leatherjacket),12,7,58.333333333333336,14.231876063832777,5.833333333333333,2.6251503083469605
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Monacanthidae Brachaluteres jacksonianus,Monacanthidae,Brachaluteres,jacksonianus,Southern Pygmy leatherjacket,<i>Brachaluteres jacksonianus</i><br>(Southern Pygmy leatherjacket),12,0,0,0,0,0
Orcades Bank - Orcades Bank Sanctuary Zone,Pre-bloom,Monacanthidae Eubalichthys cyanoura,Monacanthidae,Eubalichthys,cyanoura,Bluetail leatherjacket,<i>Eubalichthys cyanoura</i><br>(Bluetail leatherjacket),12,0,0,0,0,0
