transect_uid,survey_id,site_name,survey_date,scientific,portal_name,total,method
912349784 Transect_912349784_2016-03-01_11.1,912349784,Horseshoe outer,2016-03-01,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,97,M1_fish
912352594 Transect_912352594_2019-02-18_5.3,912352594,2nd Valley Boat Shed,2019-02-18,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,94,M1_fish
912350966 Transect_912350966_2018-03-14_5.1,912350966,2nd Valley Boat Shed,2018-03-14,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,91,M1_fish
912353193 Transect_912353193_2019-03-24_5.4,912353193,Lasseters Reef,2019-03-24,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,90,M1_fish
912340326 Transect_912340326_2012-02-01_3.5,912340326,Lasseters Reef,2012-02-01,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,88,M1_fish
923403150 Transect_923403150_2024-02-20_5.1,923403150,Lasseters Reef,2024-02-20,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,86,M1_fish
812301012 Transect_812301012_2005-03-08_5.2,812301012,Carrickalinga (toilet),2005-03-08,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,80,M1_fish
812301824 Transect_812301824_2006-02-28_5.4,812301824,2nd Valley Boat Shed,2006-02-28,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,80,M1_fish
912347000 Transect_912347000_2017-03-25_5,912347000,Rapid Head SZ,2017-03-25,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,75,M1_fish
912347000 Transect_912347000_2017-03-25_5,912347000,Rapid Head SZ,2017-03-25,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,75,M2_cryptic_fish
5002361 Transect_5002361_2011-01-31_5.1,5002361,Rapid Head,2011-01-31,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,73,M1_fish
912340327 Transect_912340327_2012-02-01_5,912340327,Lasseters Reef,2012-02-01,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,69,M1_fish
912344073 Transect_912344073_2014-02-02_5.1,912344073,Lasseters Reef,2014-02-02,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,65,M1_fish
912350517 Transect_912350517_2017-03-23_4.3,912350517,Southport,2017-03-23,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,61,M1_fish
912349794 Transect_912349794_2016-02-19_8.3,912349794,Semaphore,2016-02-19,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,60,M1_fish
912350506 Transect_912350506_2017-03-21_10.3,912350506,Port Gawler,2017-03-21,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,60,M1_fish
912350940 Transect_912350940_2018-04-30_5.2,912350940,Ripple Rock,2018-04-30,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,60,M1_fish
912350974 Transect_912350974_2018-03-15_5.3,912350974,Rapid Head,2018-03-15,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,60,M1_fish
923406781 Transect_923406781_2025-03-11_2.2,923406781,Horseshoe inner,2025-03-11,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,60,M1_fish
912350462 Transect_912350462_2017-03-06_5,912350462,Noarlunga North Outside,2017-03-06,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,57,M1_fish
923401822 Transect_923401822_2023-02-19_5.1,923401822,Lasseters Reef,2023-02-19,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,55,M1_fish
812301753 Transect_812301753_2005-03-17_5.3,812301753,Ripple Rock,2005-03-17,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,54,M1_fish
912346293 Transect_912346293_2012-02-10_4.4,912346293,Rapid Head SZ,2012-02-10,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,54,M1_fish
923401037 Transect_923401037_2022-02-12_5.4,923401037,Lasseters Reef,2022-02-12,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,54,M1_fish
5002353 Transect_5002353_2011-02-01_5.2,5002353,2nd Valley Boat Shed,2011-02-01,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,53,M1_fish
5002346 Transect_5002346_2011-02-02_6.1,5002346,Aldinga Reef,2011-02-02,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,52,M1_fish
912350951 Transect_912350951_2018-05-16_5.3,912350951,Rapid Head SZ Site2,2018-05-16,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,51,M1_fish
923401330 Transect_923401330_2022-04-08_2.2,923401330,Horseshoe inner,2022-04-08,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,51,M1_fish
5000349 Transect_5000349_2008-02-05_4,5000349,Lasseters Reef,2008-02-05,Pempherididae Pempheris multiradiata,Pempheris multiradiata,325,M1_fish
912347020 Transect_912347020_2017-03-24_5.1,912347020,2nd Valley Boat Shed,2017-03-24,Pempherididae Pempheris multiradiata,Pempheris multiradiata,310,M1_fish
923403148 Transect_923403148_2024-02-20_5.4,923403148,2nd Valley Boat Shed,2024-02-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,186,M1_fish
912345023 Transect_912345023_2014-02-05_6.1,912345023,Lasseters Reef,2014-02-05,Pempherididae Pempheris multiradiata,Pempheris multiradiata,184,M1_fish
812301661 Transect_812301661_2006-03-07_10.1,812301661,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,180,M2_cryptic_fish
812301662 Transect_812301662_2006-03-07_10.2,812301662,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,168,M1_fish
812327321 Transect_812327321_2016-03-16_5.1,812327321,Penneshaw Pub,2016-03-16,Pempherididae Pempheris multiradiata,Pempheris multiradiata,145,M2_cryptic_fish
812301822 Transect_812301822_2006-02-28_5.2,812301822,2nd Valley Boat Shed,2006-02-28,Pempherididae Pempheris multiradiata,Pempheris multiradiata,143,M1_fish
912340326 Transect_912340326_2012-02-01_3.5,912340326,Lasseters Reef,2012-02-01,Pempherididae Pempheris multiradiata,Pempheris multiradiata,128,M1_fish
812301664 Transect_812301664_2006-03-07_10.4,812301664,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,122,M1_fish
923400383 Transect_923400383_2021-03-20_5.2,923400383,Lasseters Reef,2021-03-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,113,M1_fish
812301243 Transect_812301243_2006-02-27_5.3,812301243,Dodd's Beach,2006-02-27,Pempherididae Pempheris multiradiata,Pempheris multiradiata,105,M1_fish
912346278 Transect_912346278_2016-02-10_5,912346278,Rapid Head South,2016-02-10,Pempherididae Pempheris multiradiata,Pempheris multiradiata,105,M1_fish
923400344 Transect_923400344_2021-03-20_5.2,923400344,2nd Valley Boat Shed,2021-03-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,105,M1_fish
812301661 Transect_812301661_2006-03-07_10.1,812301661,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,100,M1_fish
912352588 Transect_912352588_2019-02-17_5.3,912352588,Rapid Head SZ Site2,2019-02-17,Pempherididae Pempheris multiradiata,Pempheris multiradiata,100,M1_fish
912350896 Transect_912350896_2018-02-12_5,912350896,Penneshaw Pub,2018-02-12,Pempherididae Pempheris multiradiata,Pempheris multiradiata,100,M2_cryptic_fish
812327381 Transect_812327381_2016-03-17_5.1,812327381,Grassy Knoll,2016-03-17,Pempherididae Pempheris multiradiata,Pempheris multiradiata,96,M2_cryptic_fish
912350918 Transect_912350918_2018-02-13_5.1,912350918,Rapid Head,2018-02-13,Pempherididae Pempheris multiradiata,Pempheris multiradiata,90,M2_cryptic_fish
812301012 Transect_812301012_2005-03-08_5.2,812301012,Carrickalinga (toilet),2005-03-08,Pempherididae Pempheris multiradiata,Pempheris multiradiata,89,M1_fish
812301672 Transect_812301672_2007-02-27_10.2,812301672,Cable Hut,2007-02-27,Pempherididae Pempheris multiradiata,Pempheris multiradiata,86,M1_fish
812301642 Transect_812301642_2007-02-26_5.2,812301642,Cable Hut,2007-02-26,Pempherididae Pempheris multiradiata,Pempheris multiradiata,80,M1_fish
923400346 Transect_923400346_2021-03-20_5.4,923400346,2nd Valley Boat Shed,2021-03-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,80,M1_fish
812301662 Transect_812301662_2006-03-07_10.2,812301662,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,80,M2_cryptic_fish
912349957 Transect_912349957_2017-03-09_5.1,912349957,Penneshaw Pub,2017-03-09,Pempherididae Pempheris multiradiata,Pempheris multiradiata,74,M2_cryptic_fish
912350540 Transect_912350540_2017-04-15_5,912350540,The Bluff,2017-04-15,Pempherididae Pempheris multiradiata,Pempheris multiradiata,73,M2_cryptic_fish
5002353 Transect_5002353_2011-02-01_5.2,5002353,2nd Valley Boat Shed,2011-02-01,Pempherididae Pempheris multiradiata,Pempheris multiradiata,71,M1_fish
923403136 Transect_923403136_2024-02-20_5.4,923403136,Lasseters Reef,2024-02-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,71,M1_fish
812301814 Transect_812301814_2005-03-17_5.4,812301814,2nd Valley Boat Shed,2005-03-17,Pempherididae Pempheris multiradiata,Pempheris multiradiata,69,M1_fish
812301653 Transect_812301653_2005-03-15_10.3,812301653,Cable Hut,2005-03-15,Pempherididae Pempheris multiradiata,Pempheris multiradiata,67,M1_fish
923403148 Transect_923403148_2024-02-20_5.4,923403148,2nd Valley Boat Shed,2024-02-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,67,M2_cryptic_fish
923403155 Transect_923403155_2024-02-20_5.3,923403155,Lasseters Reef,2024-02-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,60,M1_fish
812301634 Transect_812301634_2006-03-07_5.4,812301634,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,60,M2_cryptic_fish
923406595 Transect_923406595_2026-02-10_5.2,923406595,Cable Hut,2026-02-10,Pempherididae Pempheris multiradiata,Pempheris multiradiata,60,M2_cryptic_fish
812301673 Transect_812301673_2007-02-27_10.3,812301673,Cable Hut,2007-02-27,Pempherididae Pempheris multiradiata,Pempheris multiradiata,58,M1_fish
912353192 Transect_912353192_2019-03-24_5.2,912353192,Lasseters Reef,2019-03-24,Pempherididae Pempheris multiradiata,Pempheris multiradiata,58,M1_fish
812301634 Transect_812301634_2006-03-07_5.4,812301634,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,57,M1_fish
812301654 Transect_812301654_2005-03-15_10.4,812301654,Cable Hut,2005-03-15,Pempherididae Pempheris multiradiata,Pempheris multiradiata,57,M1_fish
923406595 Transect_923406595_2026-02-10_5.2,923406595,Cable Hut,2026-02-10,Pempherididae Pempheris multiradiata,Pempheris multiradiata,57,M1_fish
812301753 Transect_812301753_2005-03-17_5.3,812301753,Ripple Rock,2005-03-17,Pempherididae Pempheris multiradiata,Pempheris multiradiata,55,M1_fish
912353193 Transect_912353193_2019-03-24_5.4,912353193,Lasseters Reef,2019-03-24,Pempherididae Pempheris multiradiata,Pempheris multiradiata,55,M1_fish
812301663 Transect_812301663_2006-03-07_10.3,812301663,Cable Hut,2006-03-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,55,M2_cryptic_fish
5000351 Transect_5000351_2008-02-07_5.5,5000351,Lasseters Reef,2008-02-07,Pempherididae Pempheris multiradiata,Pempheris multiradiata,54,M1_fish
912350894 Transect_912350894_2018-02-12_5,912350894,Pancake Rock,2018-02-12,Pempherididae Pempheris multiradiata,Pempheris multiradiata,54,M1_fish
912352572 Transect_912352572_2019-02-18_5.2,912352572,2nd Valley Boat Shed,2019-02-18,Pempherididae Pempheris multiradiata,Pempheris multiradiata,53,M1_fish
923400382 Transect_923400382_2021-03-20_5.1,923400382,Lasseters Reef,2021-03-20,Pempherididae Pempheris multiradiata,Pempheris multiradiata,52,M1_fish
812301813 Transect_812301813_2005-03-17_5.3,812301813,2nd Valley Boat Shed,2005-03-17,Pempherididae Pempheris multiradiata,Pempheris multiradiata,51,M1_fish
912347001 Transect_912347001_2017-03-25_5,912347001,Rapid Head East,2017-03-25,Pempherididae Pempheris ornata,Pempheris ornata,565,M1_fish
912347000 Transect_912347000_2017-03-25_5,912347000,Rapid Head SZ,2017-03-25,Pempherididae Pempheris ornata,Pempheris ornata,115,M1_fish
912345023 Transect_912345023_2014-02-05_6.1,912345023,Lasseters Reef,2014-02-05,Pempherididae Pempheris ornata,Pempheris ornata,100,M1_fish
5000351 Transect_5000351_2008-02-07_5.5,5000351,Lasseters Reef,2008-02-07,Pempherididae Pempheris ornata,Pempheris ornata,73,M1_fish
5002361 Transect_5002361_2011-01-31_5.1,5002361,Rapid Head,2011-01-31,Pempherididae Pempheris ornata,Pempheris ornata,62,M1_fish
812301833 Transect_812301833_2007-02-19_5.3,812301833,2nd Valley Boat Shed,2007-02-19,Pempherididae Pempheris spp,Pempheris spp,70,M1_fish
912347015 Transect_912347015_2017-03-25_5.2,912347015,Rapid Head East,2017-03-25,Plesiopidae Trachinops caudimaculatus,Trachinops caudimaculatus,450,M1_fish
912347002 Transect_912347002_2017-03-26_5,912347002,Carrickalinga Nth,2017-03-26,Plesiopidae Trachinops caudimaculatus,Trachinops caudimaculatus,150,M1_fish
912347012 Transect_912347012_2017-03-25_5.3,912347012,Rapid Head SZ,2017-03-25,Plesiopidae Trachinops caudimaculatus,Trachinops caudimaculatus,150,M1_fish
912347016 Transect_912347016_2017-03-26_5.3,912347016,Carrickalinga Nth,2017-03-26,Plesiopidae Trachinops caudimaculatus,Trachinops caudimaculatus,123,M1_fish
923400320 Transect_923400320_2020-12-13_6.1,923400320,Rapid Head East,2020-12-13,Plesiopidae Trachinops caudimaculatus,Trachinops caudimaculatus,100,M1_fish
923401841 Transect_923401841_2023-05-15_12.3,923401841,Horseshoe outer,2023-05-15,Plesiopidae Trachinops caudimaculatus,Trachinops caudimaculatus,60,M1_fish
912344068 Transect_912344068_2014-01-22_5.2,912344068,2nd Valley Boat Shed,2014-01-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,5900,M1_fish
912344073 Transect_912344073_2014-02-02_5.1,912344073,Lasseters Reef,2014-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,4307,M1_fish
812301813 Transect_812301813_2005-03-17_5.3,812301813,2nd Valley Boat Shed,2005-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,3865,M1_fish
912352572 Transect_912352572_2019-02-18_5.2,912352572,2nd Valley Boat Shed,2019-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,3450,M1_fish
5000349 Transect_5000349_2008-02-05_4,5000349,Lasseters Reef,2008-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,3250,M1_fish
912353928 Transect_912353928_2020-02-07_5.1,912353928,Lasseters Reef,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2930,M1_fish
912349690 Transect_912349690_2017-03-07_5.1,912349690,Carrickalinga (toilet),2017-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2700,M1_fish
923401047 Transect_923401047_2022-04-05_10.4,923401047,Broken Bottom,2022-04-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2700,M1_fish
912350513 Transect_912350513_2017-03-23_10.3,912350513,Aldinga Pinacles,2017-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2650,M1_fish
912340326 Transect_912340326_2012-02-01_3.5,912340326,Lasseters Reef,2012-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2500,M1_fish
5002360 Transect_5002360_2011-01-31_5,5002360,Rapid Head,2011-01-31,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2450,M1_fish
923401055 Transect_923401055_2022-02-13_5.1,923401055,Aldinga Pinacles,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2280,M1_fish
5002352 Transect_5002352_2011-02-01_5.1,5002352,2nd Valley Boat Shed,2011-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2272,M1_fish
5000367 Transect_5000367_2008-02-08_8,5000367,Aldinga Reef,2008-02-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2100,M1_fish
923401071 Transect_923401071_2022-04-05_10.3,923401071,Broken Bottom,2022-04-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2050,M1_fish
912346999 Transect_912346999_2017-03-24_5,912346999,2nd Valley Boat Shed,2017-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2025,M1_fish
812301014 Transect_812301014_2005-03-08_5.4,812301014,Carrickalinga (toilet),2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2000,M1_fish
912349694 Transect_912349694_2017-03-07_5.3,912349694,Carrickalinga (toilet),2017-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2000,M1_fish
923401054 Transect_923401054_2022-02-13_5.3,923401054,Aldinga Pinacles,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,2000,M1_fish
812327143 Transect_812327143_2016-03-10_5.3,812327143,2nd Valley Boat Shed,2016-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1900,M1_fish
912340327 Transect_912340327_2012-02-01_5,912340327,Lasseters Reef,2012-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1900,M1_fish
923401062 Transect_923401062_2022-02-14_5.4,923401062,2nd Valley Boat Shed,2022-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1890,M1_fish
912353650 Transect_912353650_2020-02-13_10.3,912353650,Broken Bottom,2020-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1800,M1_fish
912349814 Transect_912349814_2016-02-18_10,912349814,Broken Bottom,2016-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1783,M1_fish
5002358 Transect_5002358_2011-02-02_5.1,5002358,Lasseters Reef,2011-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1755,M1_fish
912347011 Transect_912347011_2017-03-24_5.3,912347011,2nd Valley Boat Shed,2017-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1745,M1_fish
5000357 Transect_5000357_2008-02-06_6,5000357,2nd Valley Boat Shed,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1725,M1_fish
5000355 Transect_5000355_2008-02-06_3.5,5000355,2nd Valley Boat Shed,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1655,M1_fish
5002351 Transect_5002351_2011-02-01_5,5002351,2nd Valley Boat Shed,2011-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1650,M1_fish
5002359 Transect_5002359_2011-02-02_5.2,5002359,Lasseters Reef,2011-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1517,M1_fish
912347010 Transect_912347010_2017-03-24_5.2,912347010,2nd Valley Boat Shed,2017-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1513,M1_fish
912346284 Transect_912346284_2016-02-11_5.2,912346284,Carrickalinga Nth,2016-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1500,M1_fish
923403136 Transect_923403136_2024-02-20_5.4,923403136,Lasseters Reef,2024-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1500,M1_fish
923401069 Transect_923401069_2022-02-13_5.4,923401069,Aldinga Pinacles,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1498,M1_fish
912350960 Transect_912350960_2018-03-13_5.1,912350960,Carrickalinga Nth,2018-03-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1480,M1_fish
5000351 Transect_5000351_2008-02-07_5.5,5000351,Lasseters Reef,2008-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1460,M1_fish
5002357 Transect_5002357_2011-02-02_5,5002357,Lasseters Reef,2011-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1390,M1_fish
912352593 Transect_912352593_2019-02-18_5.4,912352593,2nd Valley Boat Shed,2019-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1390,M1_fish
912350456 Transect_912350456_2017-02-16_10.3,912350456,Broken Bottom,2017-02-16,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1375,M1_fish
912349815 Transect_912349815_2016-02-18_10.1,912349815,Broken Bottom,2016-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1370,M1_fish
923401037 Transect_923401037_2022-02-12_5.4,923401037,Lasseters Reef,2022-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1355,M1_fish
912344078 Transect_912344078_2014-01-22_5.1,912344078,2nd Valley Boat Shed,2014-01-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1300,M1_fish
912340333 Transect_912340333_2012-02-02_8,912340333,Aldinga Reef,2012-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1270,M1_fish
912353441 Transect_912353441_2020-03-23_5.4,912353441,Carrickalinga (toilet),2020-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1251,M1_fish
812327144 Transect_812327144_2016-03-10_5.4,812327144,2nd Valley Boat Shed,2016-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1250,M1_fish
912353432 Transect_912353432_2020-03-22_5.2,912353432,Myponga South,2020-03-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1200,M1_fish
912353708 Transect_912353708_2020-04-27_5.3,912353708,Carrickalinga Nth,2020-04-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1180,M1_fish
912350512 Transect_912350512_2017-03-23_10.1,912350512,Aldinga Pinacles,2017-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1170,M1_fish
912350514 Transect_912350514_2017-03-23_10.2,912350514,Aldinga Pinacles,2017-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1160,M1_fish
5002356 Transect_5002356_2011-02-01_5,5002356,Lasseters Reef,2011-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1150,M1_fish
912350507 Transect_912350507_2017-03-23_5,912350507,Moana outside,2017-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1150,M1_fish
923401078 Transect_923401078_2022-02-13_5.2,923401078,Aldinga Pinacles,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1150,M1_fish
912350966 Transect_912350966_2018-03-14_5.1,912350966,2nd Valley Boat Shed,2018-03-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1120,M1_fish
923400391 Transect_923400391_2021-02-15_12.1,923400391,Aldinga Pinacles,2021-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1115,M1_fish
912353927 Transect_912353927_2020-02-07_7.2,912353927,2nd Valley Boat Shed,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1113,M1_fish
912347020 Transect_912347020_2017-03-24_5.1,912347020,2nd Valley Boat Shed,2017-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1100,M1_fish
923403155 Transect_923403155_2024-02-20_5.3,923403155,Lasseters Reef,2024-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1100,M1_fish
812301834 Transect_812301834_2007-02-19_5.4,812301834,2nd Valley Boat Shed,2007-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1096,M1_fish
912349812 Transect_912349812_2016-02-18_10.3,912349812,Broken Bottom,2016-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1080,M1_fish
912350511 Transect_912350511_2017-03-23_10,912350511,Aldinga Pinacles,2017-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1060,M1_fish
5002353 Transect_5002353_2011-02-01_5.2,5002353,2nd Valley Boat Shed,2011-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1040,M1_fish
812324321 Transect_812324321_2012-02-01_5.1,812324321,Myponga South,2012-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1040,M1_fish
812301022 Transect_812301022_2006-02-23_5.2,812301022,Carrickalinga (toilet),2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1030,M1_fish
912350970 Transect_912350970_2018-03-14_5.3,912350970,2nd Valley Boat Shed,2018-03-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1010,M1_fish
912349858 Transect_912349858_2017-02-21_5.2,912349858,Rapid Head South,2017-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1008,M1_fish
912340341 Transect_912340341_2012-02-03_5,912340341,Haycock Point,2012-02-03,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1000,M1_fish
912344066 Transect_912344066_2014-01-21_5,912344066,Carrickalinga (toilet),2014-01-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1000,M1_fish
912346292 Transect_912346292_2012-02-10_4.1,912346292,Rapid Head SZ,2012-02-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1000,M1_fish
912353926 Transect_912353926_2020-02-07_7.1,912353926,2nd Valley Boat Shed,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,1000,M1_fish
812327181 Transect_812327181_2016-03-11_5.1,812327181,Aldinga SZ1,2016-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,990,M1_fish
912353442 Transect_912353442_2020-03-23_5.3,912353442,Carrickalinga (toilet),2020-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,990,M1_fish
5000363 Transect_5000363_2008-02-06_5.2,5000363,Rapid Head,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,985,M1_fish
812301812 Transect_812301812_2005-03-17_5.2,812301812,2nd Valley Boat Shed,2005-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,970,M1_fish
812301172 Transect_812301172_2005-03-11_5.2,812301172,Myponga South,2005-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,960,M1_fish
912349834 Transect_912349834_2016-11-16_3.1,912349834,Pt Noarlunga inside,2016-11-16,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,950,M1_fish
923403148 Transect_923403148_2024-02-20_5.4,923403148,2nd Valley Boat Shed,2024-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,950,M1_fish
5002355 Transect_5002355_2011-02-01_5.4,5002355,2nd Valley Boat Shed,2011-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,940,M1_fish
812301822 Transect_812301822_2006-02-28_5.2,812301822,2nd Valley Boat Shed,2006-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,930,M1_fish
923400407 Transect_923400407_2021-03-01_10.4,923400407,Broken Bottom,2021-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,915,M1_fish
5000361 Transect_5000361_2008-02-06_5,5000361,Rapid Head,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,900,M1_fish
923401847 Transect_923401847_2023-02-19_5.3,923401847,Lasseters Reef,2023-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,900,M1_fish
5002354 Transect_5002354_2011-02-01_5.3,5002354,2nd Valley Boat Shed,2011-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,870,M1_fish
912351029 Transect_912351029_2018-01-20_10.3,912351029,Aldinga Pinacles,2018-01-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,860,M1_fish
912349862 Transect_912349862_2017-04-04_5.3,912349862,Carrickalinga North Site 2,2017-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,850,M1_fish
